slice,mask
447_183.nii.gz,mask_202.nii.gz
447_184.nii.gz,mask_303.nii.gz
447_185.nii.gz,mask_560.nii.gz
447_186.nii.gz,mask_345.nii.gz
447_187.nii.gz,mask_739.nii.gz
447_188.nii.gz,mask_251.nii.gz
447_189.nii.gz,mask_704.nii.gz
447_190.nii.gz,mask_770.nii.gz
447_191.nii.gz,mask_923.nii.gz
447_192.nii.gz,mask_755.nii.gz
447_193.nii.gz,mask_695.nii.gz
447_194.nii.gz,mask_508.nii.gz
447_195.nii.gz,mask_425.nii.gz
447_196.nii.gz,mask_347.nii.gz
447_197.nii.gz,mask_409.nii.gz
447_198.nii.gz,mask_585.nii.gz
447_199.nii.gz,mask_918.nii.gz
447_200.nii.gz,mask_319.nii.gz
447_201.nii.gz,mask_235.nii.gz
447_202.nii.gz,mask_749.nii.gz
447_203.nii.gz,mask_874.nii.gz
447_204.nii.gz,mask_388.nii.gz
447_205.nii.gz,mask_210.nii.gz
447_206.nii.gz,mask_346.nii.gz
447_207.nii.gz,mask_719.nii.gz
447_208.nii.gz,mask_394.nii.gz
447_209.nii.gz,mask_638.nii.gz
447_210.nii.gz,mask_442.nii.gz
447_211.nii.gz,mask_647.nii.gz
447_212.nii.gz,mask_9.nii.gz
447_213.nii.gz,mask_28.nii.gz
447_214.nii.gz,mask_417.nii.gz
447_215.nii.gz,mask_503.nii.gz
447_216.nii.gz,mask_970.nii.gz
447_217.nii.gz,mask_625.nii.gz
447_218.nii.gz,mask_618.nii.gz
447_219.nii.gz,mask_193.nii.gz
447_220.nii.gz,mask_654.nii.gz
447_221.nii.gz,mask_21.nii.gz
447_222.nii.gz,mask_116.nii.gz
447_223.nii.gz,mask_141.nii.gz
447_224.nii.gz,mask_380.nii.gz
447_225.nii.gz,mask_768.nii.gz
447_226.nii.gz,mask_671.nii.gz
447_227.nii.gz,mask_39.nii.gz
447_228.nii.gz,mask_396.nii.gz
447_229.nii.gz,mask_170.nii.gz
447_230.nii.gz,mask_860.nii.gz
447_231.nii.gz,mask_695.nii.gz
447_232.nii.gz,mask_86.nii.gz
447_233.nii.gz,mask_142.nii.gz
447_234.nii.gz,mask_476.nii.gz
447_235.nii.gz,mask_389.nii.gz
447_236.nii.gz,mask_988.nii.gz
447_237.nii.gz,mask_314.nii.gz
447_238.nii.gz,mask_473.nii.gz
447_239.nii.gz,mask_370.nii.gz
447_240.nii.gz,mask_701.nii.gz
447_241.nii.gz,mask_926.nii.gz
447_242.nii.gz,mask_526.nii.gz
447_243.nii.gz,mask_674.nii.gz
447_244.nii.gz,mask_969.nii.gz
447_245.nii.gz,mask_502.nii.gz
447_246.nii.gz,mask_811.nii.gz
447_247.nii.gz,mask_45.nii.gz
447_248.nii.gz,mask_244.nii.gz
447_249.nii.gz,mask_283.nii.gz
447_250.nii.gz,mask_500.nii.gz
447_251.nii.gz,mask_939.nii.gz
447_252.nii.gz,mask_650.nii.gz
447_253.nii.gz,mask_540.nii.gz
447_254.nii.gz,mask_613.nii.gz
447_255.nii.gz,mask_80.nii.gz
447_256.nii.gz,mask_713.nii.gz
447_257.nii.gz,mask_810.nii.gz
447_258.nii.gz,mask_489.nii.gz
447_259.nii.gz,mask_884.nii.gz
447_260.nii.gz,mask_648.nii.gz
447_261.nii.gz,mask_226.nii.gz
447_262.nii.gz,mask_693.nii.gz
447_263.nii.gz,mask_567.nii.gz
447_264.nii.gz,mask_585.nii.gz
447_265.nii.gz,mask_138.nii.gz
447_266.nii.gz,mask_140.nii.gz
447_267.nii.gz,mask_504.nii.gz
447_268.nii.gz,mask_686.nii.gz
447_269.nii.gz,mask_975.nii.gz
447_270.nii.gz,mask_534.nii.gz
447_271.nii.gz,mask_333.nii.gz
447_272.nii.gz,mask_21.nii.gz
447_273.nii.gz,mask_918.nii.gz
447_274.nii.gz,mask_876.nii.gz
447_275.nii.gz,mask_946.nii.gz
447_276.nii.gz,mask_834.nii.gz
447_277.nii.gz,mask_718.nii.gz
447_278.nii.gz,mask_817.nii.gz
447_279.nii.gz,mask_866.nii.gz
447_280.nii.gz,mask_200.nii.gz
447_281.nii.gz,mask_205.nii.gz
447_282.nii.gz,mask_944.nii.gz
447_283.nii.gz,mask_795.nii.gz
447_284.nii.gz,mask_609.nii.gz
447_285.nii.gz,mask_663.nii.gz
447_286.nii.gz,mask_219.nii.gz
447_287.nii.gz,mask_598.nii.gz
447_288.nii.gz,mask_476.nii.gz
447_289.nii.gz,mask_606.nii.gz
447_290.nii.gz,mask_602.nii.gz
447_291.nii.gz,mask_258.nii.gz
447_292.nii.gz,mask_27.nii.gz
447_293.nii.gz,mask_317.nii.gz
447_294.nii.gz,mask_539.nii.gz
447_295.nii.gz,mask_256.nii.gz
447_296.nii.gz,mask_296.nii.gz
447_297.nii.gz,mask_847.nii.gz
447_298.nii.gz,mask_378.nii.gz
447_299.nii.gz,mask_40.nii.gz
447_300.nii.gz,mask_716.nii.gz
447_301.nii.gz,mask_830.nii.gz
447_302.nii.gz,mask_75.nii.gz
447_303.nii.gz,mask_299.nii.gz
447_304.nii.gz,mask_981.nii.gz
447_305.nii.gz,mask_427.nii.gz
447_306.nii.gz,mask_882.nii.gz
447_307.nii.gz,mask_405.nii.gz
447_308.nii.gz,mask_693.nii.gz
447_309.nii.gz,mask_964.nii.gz
447_310.nii.gz,mask_815.nii.gz
447_311.nii.gz,mask_267.nii.gz
447_312.nii.gz,mask_65.nii.gz
447_313.nii.gz,mask_466.nii.gz
447_314.nii.gz,mask_168.nii.gz
447_315.nii.gz,mask_980.nii.gz
447_316.nii.gz,mask_781.nii.gz
447_317.nii.gz,mask_803.nii.gz
447_318.nii.gz,mask_600.nii.gz
447_319.nii.gz,mask_346.nii.gz
447_320.nii.gz,mask_842.nii.gz
447_321.nii.gz,mask_982.nii.gz
447_322.nii.gz,mask_68.nii.gz
447_323.nii.gz,mask_270.nii.gz
447_324.nii.gz,mask_283.nii.gz
447_325.nii.gz,mask_438.nii.gz
447_326.nii.gz,mask_910.nii.gz
447_327.nii.gz,mask_693.nii.gz
447_328.nii.gz,mask_429.nii.gz
447_329.nii.gz,mask_164.nii.gz
447_330.nii.gz,mask_59.nii.gz
447_331.nii.gz,mask_687.nii.gz
447_332.nii.gz,mask_154.nii.gz
447_333.nii.gz,mask_633.nii.gz
447_334.nii.gz,mask_22.nii.gz
447_335.nii.gz,mask_648.nii.gz
447_336.nii.gz,mask_406.nii.gz
447_337.nii.gz,mask_53.nii.gz
447_338.nii.gz,mask_335.nii.gz
447_339.nii.gz,mask_666.nii.gz
447_340.nii.gz,mask_88.nii.gz
447_341.nii.gz,mask_532.nii.gz
447_342.nii.gz,mask_256.nii.gz
447_343.nii.gz,mask_346.nii.gz
447_344.nii.gz,mask_256.nii.gz
447_345.nii.gz,mask_119.nii.gz
447_346.nii.gz,mask_708.nii.gz
447_347.nii.gz,mask_693.nii.gz
447_348.nii.gz,mask_266.nii.gz
447_349.nii.gz,mask_832.nii.gz
447_350.nii.gz,mask_408.nii.gz
447_351.nii.gz,mask_611.nii.gz
447_352.nii.gz,mask_502.nii.gz
447_353.nii.gz,mask_568.nii.gz
447_354.nii.gz,mask_972.nii.gz
447_355.nii.gz,mask_952.nii.gz
447_356.nii.gz,mask_605.nii.gz
447_357.nii.gz,mask_757.nii.gz
447_358.nii.gz,mask_724.nii.gz
447_359.nii.gz,mask_401.nii.gz
447_360.nii.gz,mask_401.nii.gz
447_361.nii.gz,mask_921.nii.gz
447_362.nii.gz,mask_123.nii.gz
447_363.nii.gz,mask_358.nii.gz
447_364.nii.gz,mask_954.nii.gz
447_365.nii.gz,mask_32.nii.gz
447_366.nii.gz,mask_577.nii.gz
447_367.nii.gz,mask_77.nii.gz
447_368.nii.gz,mask_327.nii.gz
447_369.nii.gz,mask_243.nii.gz
447_370.nii.gz,mask_733.nii.gz
447_371.nii.gz,mask_682.nii.gz
447_372.nii.gz,mask_809.nii.gz
447_373.nii.gz,mask_896.nii.gz
447_374.nii.gz,mask_442.nii.gz
447_375.nii.gz,mask_932.nii.gz
447_376.nii.gz,mask_671.nii.gz
447_377.nii.gz,mask_58.nii.gz
447_378.nii.gz,mask_914.nii.gz
447_379.nii.gz,mask_78.nii.gz
447_380.nii.gz,mask_746.nii.gz
447_381.nii.gz,mask_443.nii.gz
447_382.nii.gz,mask_312.nii.gz
447_383.nii.gz,mask_380.nii.gz
447_384.nii.gz,mask_596.nii.gz
447_385.nii.gz,mask_581.nii.gz
447_386.nii.gz,mask_499.nii.gz
447_387.nii.gz,mask_10.nii.gz
447_388.nii.gz,mask_37.nii.gz
447_389.nii.gz,mask_103.nii.gz
447_390.nii.gz,mask_532.nii.gz
447_391.nii.gz,mask_87.nii.gz
447_392.nii.gz,mask_112.nii.gz
447_393.nii.gz,mask_214.nii.gz
447_394.nii.gz,mask_341.nii.gz
447_395.nii.gz,mask_715.nii.gz
447_396.nii.gz,mask_492.nii.gz
447_397.nii.gz,mask_945.nii.gz
447_398.nii.gz,mask_844.nii.gz
447_399.nii.gz,mask_480.nii.gz
447_400.nii.gz,mask_343.nii.gz
447_401.nii.gz,mask_100.nii.gz
447_402.nii.gz,mask_111.nii.gz
447_403.nii.gz,mask_238.nii.gz
447_404.nii.gz,mask_388.nii.gz
447_405.nii.gz,mask_516.nii.gz
447_406.nii.gz,mask_169.nii.gz
447_407.nii.gz,mask_212.nii.gz
447_408.nii.gz,mask_954.nii.gz
447_409.nii.gz,mask_883.nii.gz
447_410.nii.gz,mask_574.nii.gz
447_411.nii.gz,mask_283.nii.gz
447_412.nii.gz,mask_844.nii.gz
447_413.nii.gz,mask_282.nii.gz
447_414.nii.gz,mask_751.nii.gz
447_415.nii.gz,mask_804.nii.gz
447_416.nii.gz,mask_635.nii.gz
447_417.nii.gz,mask_638.nii.gz
447_418.nii.gz,mask_45.nii.gz
447_419.nii.gz,mask_483.nii.gz
447_420.nii.gz,mask_188.nii.gz
447_421.nii.gz,mask_933.nii.gz
447_422.nii.gz,mask_648.nii.gz
447_423.nii.gz,mask_705.nii.gz
447_424.nii.gz,mask_114.nii.gz
447_425.nii.gz,mask_578.nii.gz
447_426.nii.gz,mask_181.nii.gz
447_427.nii.gz,mask_271.nii.gz
447_428.nii.gz,mask_103.nii.gz
447_429.nii.gz,mask_976.nii.gz
447_430.nii.gz,mask_40.nii.gz
447_431.nii.gz,mask_650.nii.gz
447_432.nii.gz,mask_367.nii.gz
447_433.nii.gz,mask_742.nii.gz
447_434.nii.gz,mask_762.nii.gz
447_435.nii.gz,mask_646.nii.gz
447_436.nii.gz,mask_109.nii.gz
447_437.nii.gz,mask_758.nii.gz
447_438.nii.gz,mask_17.nii.gz
447_439.nii.gz,mask_834.nii.gz
447_440.nii.gz,mask_51.nii.gz
447_441.nii.gz,mask_51.nii.gz
447_442.nii.gz,mask_939.nii.gz
447_443.nii.gz,mask_245.nii.gz
447_444.nii.gz,mask_568.nii.gz
447_445.nii.gz,mask_883.nii.gz
447_446.nii.gz,mask_110.nii.gz
447_447.nii.gz,mask_191.nii.gz
447_448.nii.gz,mask_186.nii.gz
447_449.nii.gz,mask_974.nii.gz
447_450.nii.gz,mask_799.nii.gz
447_451.nii.gz,mask_279.nii.gz
447_452.nii.gz,mask_199.nii.gz
447_453.nii.gz,mask_194.nii.gz
447_454.nii.gz,mask_984.nii.gz
447_455.nii.gz,mask_918.nii.gz
447_456.nii.gz,mask_971.nii.gz
447_457.nii.gz,mask_645.nii.gz
447_458.nii.gz,mask_802.nii.gz
447_459.nii.gz,mask_832.nii.gz
447_460.nii.gz,mask_26.nii.gz
447_461.nii.gz,mask_116.nii.gz
447_462.nii.gz,mask_409.nii.gz
447_463.nii.gz,mask_823.nii.gz
447_464.nii.gz,mask_452.nii.gz
447_465.nii.gz,mask_711.nii.gz
447_466.nii.gz,mask_652.nii.gz
447_467.nii.gz,mask_770.nii.gz
447_468.nii.gz,mask_21.nii.gz
447_469.nii.gz,mask_620.nii.gz
447_470.nii.gz,mask_289.nii.gz
447_471.nii.gz,mask_518.nii.gz
447_472.nii.gz,mask_722.nii.gz
447_473.nii.gz,mask_890.nii.gz
447_474.nii.gz,mask_646.nii.gz
447_475.nii.gz,mask_350.nii.gz
447_476.nii.gz,mask_100.nii.gz
447_477.nii.gz,mask_218.nii.gz
447_478.nii.gz,mask_495.nii.gz
447_479.nii.gz,mask_65.nii.gz
447_480.nii.gz,mask_433.nii.gz
447_481.nii.gz,mask_989.nii.gz
447_482.nii.gz,mask_91.nii.gz
447_483.nii.gz,mask_179.nii.gz
447_484.nii.gz,mask_140.nii.gz
447_485.nii.gz,mask_524.nii.gz
447_486.nii.gz,mask_60.nii.gz
447_487.nii.gz,mask_762.nii.gz
447_488.nii.gz,mask_40.nii.gz
447_489.nii.gz,mask_204.nii.gz
447_490.nii.gz,mask_544.nii.gz
447_491.nii.gz,mask_401.nii.gz
447_492.nii.gz,mask_360.nii.gz
447_493.nii.gz,mask_80.nii.gz
447_494.nii.gz,mask_706.nii.gz
447_495.nii.gz,mask_41.nii.gz
447_496.nii.gz,mask_405.nii.gz
447_497.nii.gz,mask_871.nii.gz
447_498.nii.gz,mask_70.nii.gz
447_499.nii.gz,mask_361.nii.gz
447_500.nii.gz,mask_182.nii.gz
447_501.nii.gz,mask_738.nii.gz
447_502.nii.gz,mask_947.nii.gz
447_503.nii.gz,mask_4.nii.gz
447_504.nii.gz,mask_315.nii.gz
447_505.nii.gz,mask_561.nii.gz
447_506.nii.gz,mask_117.nii.gz
447_507.nii.gz,mask_69.nii.gz
447_508.nii.gz,mask_537.nii.gz
447_509.nii.gz,mask_822.nii.gz
447_510.nii.gz,mask_988.nii.gz
447_511.nii.gz,mask_752.nii.gz
447_512.nii.gz,mask_59.nii.gz
447_513.nii.gz,mask_59.nii.gz
447_514.nii.gz,mask_638.nii.gz
447_515.nii.gz,mask_192.nii.gz
447_516.nii.gz,mask_483.nii.gz
447_517.nii.gz,mask_423.nii.gz
447_518.nii.gz,mask_379.nii.gz
447_519.nii.gz,mask_548.nii.gz
447_520.nii.gz,mask_770.nii.gz
447_521.nii.gz,mask_130.nii.gz
447_522.nii.gz,mask_652.nii.gz
447_523.nii.gz,mask_854.nii.gz
447_524.nii.gz,mask_64.nii.gz
447_525.nii.gz,mask_170.nii.gz
447_526.nii.gz,mask_358.nii.gz
447_527.nii.gz,mask_207.nii.gz
447_528.nii.gz,mask_445.nii.gz
447_529.nii.gz,mask_368.nii.gz
447_530.nii.gz,mask_114.nii.gz
447_531.nii.gz,mask_747.nii.gz
447_532.nii.gz,mask_426.nii.gz
447_533.nii.gz,mask_581.nii.gz
447_534.nii.gz,mask_498.nii.gz
447_535.nii.gz,mask_858.nii.gz
447_536.nii.gz,mask_404.nii.gz
447_537.nii.gz,mask_581.nii.gz
447_538.nii.gz,mask_890.nii.gz
447_539.nii.gz,mask_452.nii.gz
447_540.nii.gz,mask_453.nii.gz
447_541.nii.gz,mask_374.nii.gz
447_542.nii.gz,mask_364.nii.gz
447_543.nii.gz,mask_972.nii.gz
447_544.nii.gz,mask_144.nii.gz
447_545.nii.gz,mask_600.nii.gz
447_546.nii.gz,mask_697.nii.gz
447_547.nii.gz,mask_367.nii.gz
447_548.nii.gz,mask_949.nii.gz
447_549.nii.gz,mask_598.nii.gz
447_550.nii.gz,mask_675.nii.gz
447_551.nii.gz,mask_805.nii.gz
447_552.nii.gz,mask_156.nii.gz
447_553.nii.gz,mask_204.nii.gz
447_554.nii.gz,mask_19.nii.gz
447_555.nii.gz,mask_111.nii.gz
447_556.nii.gz,mask_721.nii.gz
447_557.nii.gz,mask_315.nii.gz
447_558.nii.gz,mask_695.nii.gz
447_559.nii.gz,mask_328.nii.gz
447_560.nii.gz,mask_552.nii.gz
447_561.nii.gz,mask_787.nii.gz
447_562.nii.gz,mask_73.nii.gz
447_563.nii.gz,mask_169.nii.gz
447_564.nii.gz,mask_142.nii.gz
447_565.nii.gz,mask_455.nii.gz
447_566.nii.gz,mask_493.nii.gz
447_567.nii.gz,mask_646.nii.gz
447_568.nii.gz,mask_798.nii.gz
447_569.nii.gz,mask_18.nii.gz
447_570.nii.gz,mask_206.nii.gz
447_571.nii.gz,mask_478.nii.gz
447_572.nii.gz,mask_902.nii.gz
447_573.nii.gz,mask_670.nii.gz
447_574.nii.gz,mask_657.nii.gz
447_575.nii.gz,mask_815.nii.gz
447_576.nii.gz,mask_977.nii.gz
447_577.nii.gz,mask_6.nii.gz
447_578.nii.gz,mask_8.nii.gz
447_579.nii.gz,mask_334.nii.gz
447_580.nii.gz,mask_503.nii.gz
447_581.nii.gz,mask_994.nii.gz
447_582.nii.gz,mask_835.nii.gz
447_583.nii.gz,mask_106.nii.gz
447_584.nii.gz,mask_744.nii.gz
447_585.nii.gz,mask_372.nii.gz
447_586.nii.gz,mask_719.nii.gz
447_587.nii.gz,mask_777.nii.gz
447_588.nii.gz,mask_404.nii.gz
447_589.nii.gz,mask_224.nii.gz
447_590.nii.gz,mask_149.nii.gz
447_591.nii.gz,mask_947.nii.gz
447_592.nii.gz,mask_128.nii.gz
447_593.nii.gz,mask_722.nii.gz
447_594.nii.gz,mask_321.nii.gz
447_595.nii.gz,mask_150.nii.gz
447_596.nii.gz,mask_370.nii.gz
447_597.nii.gz,mask_601.nii.gz
447_598.nii.gz,mask_385.nii.gz
447_599.nii.gz,mask_379.nii.gz
447_600.nii.gz,mask_2.nii.gz
447_601.nii.gz,mask_326.nii.gz
447_602.nii.gz,mask_631.nii.gz
447_603.nii.gz,mask_114.nii.gz
447_604.nii.gz,mask_182.nii.gz
447_605.nii.gz,mask_745.nii.gz
447_606.nii.gz,mask_71.nii.gz
447_607.nii.gz,mask_769.nii.gz
447_608.nii.gz,mask_782.nii.gz
447_609.nii.gz,mask_924.nii.gz
447_610.nii.gz,mask_702.nii.gz
447_611.nii.gz,mask_539.nii.gz
447_612.nii.gz,mask_360.nii.gz
447_613.nii.gz,mask_935.nii.gz
447_614.nii.gz,mask_43.nii.gz
447_615.nii.gz,mask_402.nii.gz
447_616.nii.gz,mask_732.nii.gz
447_617.nii.gz,mask_545.nii.gz
447_618.nii.gz,mask_453.nii.gz
447_619.nii.gz,mask_482.nii.gz
447_620.nii.gz,mask_711.nii.gz
447_621.nii.gz,mask_257.nii.gz
447_622.nii.gz,mask_478.nii.gz
447_623.nii.gz,mask_251.nii.gz
447_624.nii.gz,mask_526.nii.gz
447_625.nii.gz,mask_660.nii.gz
447_626.nii.gz,mask_732.nii.gz
447_627.nii.gz,mask_178.nii.gz
447_628.nii.gz,mask_127.nii.gz
447_629.nii.gz,mask_956.nii.gz
447_630.nii.gz,mask_111.nii.gz
447_631.nii.gz,mask_460.nii.gz
447_632.nii.gz,mask_959.nii.gz
447_633.nii.gz,mask_559.nii.gz
447_634.nii.gz,mask_671.nii.gz
447_635.nii.gz,mask_575.nii.gz
447_636.nii.gz,mask_173.nii.gz
447_637.nii.gz,mask_903.nii.gz
447_638.nii.gz,mask_741.nii.gz
447_639.nii.gz,mask_463.nii.gz
447_640.nii.gz,mask_744.nii.gz
447_641.nii.gz,mask_320.nii.gz
447_642.nii.gz,mask_489.nii.gz
447_643.nii.gz,mask_46.nii.gz
447_644.nii.gz,mask_456.nii.gz
447_645.nii.gz,mask_401.nii.gz
447_646.nii.gz,mask_505.nii.gz
447_647.nii.gz,mask_401.nii.gz
447_648.nii.gz,mask_338.nii.gz
447_649.nii.gz,mask_763.nii.gz
447_650.nii.gz,mask_542.nii.gz
447_651.nii.gz,mask_33.nii.gz
447_652.nii.gz,mask_427.nii.gz
447_653.nii.gz,mask_475.nii.gz
447_654.nii.gz,mask_457.nii.gz
447_655.nii.gz,mask_237.nii.gz
447_656.nii.gz,mask_267.nii.gz
447_657.nii.gz,mask_445.nii.gz
447_658.nii.gz,mask_31.nii.gz
447_659.nii.gz,mask_587.nii.gz
447_660.nii.gz,mask_447.nii.gz
447_661.nii.gz,mask_148.nii.gz
447_662.nii.gz,mask_16.nii.gz
447_663.nii.gz,mask_705.nii.gz
447_664.nii.gz,mask_491.nii.gz
447_665.nii.gz,mask_244.nii.gz
447_666.nii.gz,mask_76.nii.gz
447_667.nii.gz,mask_580.nii.gz
447_668.nii.gz,mask_821.nii.gz
447_669.nii.gz,mask_488.nii.gz
447_670.nii.gz,mask_564.nii.gz
447_671.nii.gz,mask_440.nii.gz
447_672.nii.gz,mask_176.nii.gz
447_673.nii.gz,mask_19.nii.gz
447_674.nii.gz,mask_196.nii.gz
447_675.nii.gz,mask_516.nii.gz
447_676.nii.gz,mask_165.nii.gz
447_677.nii.gz,mask_525.nii.gz
447_678.nii.gz,mask_156.nii.gz
447_679.nii.gz,mask_646.nii.gz
447_680.nii.gz,mask_411.nii.gz
447_681.nii.gz,mask_925.nii.gz
447_682.nii.gz,mask_782.nii.gz
447_683.nii.gz,mask_10.nii.gz
447_684.nii.gz,mask_196.nii.gz
447_685.nii.gz,mask_355.nii.gz
447_686.nii.gz,mask_842.nii.gz
447_687.nii.gz,mask_724.nii.gz
447_688.nii.gz,mask_229.nii.gz
447_689.nii.gz,mask_878.nii.gz
447_690.nii.gz,mask_129.nii.gz
447_691.nii.gz,mask_212.nii.gz
447_692.nii.gz,mask_433.nii.gz
447_693.nii.gz,mask_786.nii.gz
447_694.nii.gz,mask_124.nii.gz
447_695.nii.gz,mask_884.nii.gz
447_696.nii.gz,mask_550.nii.gz
447_697.nii.gz,mask_886.nii.gz
447_698.nii.gz,mask_246.nii.gz
447_699.nii.gz,mask_646.nii.gz
447_700.nii.gz,mask_594.nii.gz
447_701.nii.gz,mask_760.nii.gz
447_702.nii.gz,mask_212.nii.gz
447_703.nii.gz,mask_23.nii.gz
447_704.nii.gz,mask_436.nii.gz
447_705.nii.gz,mask_807.nii.gz
447_706.nii.gz,mask_421.nii.gz
447_707.nii.gz,mask_690.nii.gz
447_708.nii.gz,mask_536.nii.gz
447_709.nii.gz,mask_897.nii.gz
447_710.nii.gz,mask_659.nii.gz
447_711.nii.gz,mask_965.nii.gz
447_712.nii.gz,mask_184.nii.gz
447_713.nii.gz,mask_614.nii.gz
447_714.nii.gz,mask_643.nii.gz
447_715.nii.gz,mask_277.nii.gz
447_716.nii.gz,mask_834.nii.gz
447_717.nii.gz,mask_530.nii.gz
447_718.nii.gz,mask_423.nii.gz
447_719.nii.gz,mask_681.nii.gz
447_720.nii.gz,mask_734.nii.gz
447_721.nii.gz,mask_346.nii.gz
447_722.nii.gz,mask_340.nii.gz
447_723.nii.gz,mask_70.nii.gz
447_724.nii.gz,mask_718.nii.gz
447_725.nii.gz,mask_456.nii.gz
447_726.nii.gz,mask_378.nii.gz
447_727.nii.gz,mask_92.nii.gz
447_728.nii.gz,mask_774.nii.gz
447_729.nii.gz,mask_773.nii.gz
447_730.nii.gz,mask_18.nii.gz
447_731.nii.gz,mask_419.nii.gz
447_732.nii.gz,mask_10.nii.gz
447_733.nii.gz,mask_35.nii.gz
447_734.nii.gz,mask_18.nii.gz
447_735.nii.gz,mask_913.nii.gz
447_736.nii.gz,mask_146.nii.gz
447_737.nii.gz,mask_527.nii.gz
447_738.nii.gz,mask_50.nii.gz
447_739.nii.gz,mask_757.nii.gz
447_740.nii.gz,mask_12.nii.gz
447_741.nii.gz,mask_618.nii.gz
447_742.nii.gz,mask_982.nii.gz
447_743.nii.gz,mask_88.nii.gz
447_744.nii.gz,mask_172.nii.gz
447_745.nii.gz,mask_943.nii.gz
447_746.nii.gz,mask_243.nii.gz
447_747.nii.gz,mask_267.nii.gz
447_748.nii.gz,mask_937.nii.gz
447_749.nii.gz,mask_693.nii.gz
447_750.nii.gz,mask_918.nii.gz
447_751.nii.gz,mask_394.nii.gz
447_752.nii.gz,mask_330.nii.gz
447_753.nii.gz,mask_869.nii.gz
447_754.nii.gz,mask_710.nii.gz
447_755.nii.gz,mask_272.nii.gz
447_756.nii.gz,mask_963.nii.gz
447_757.nii.gz,mask_791.nii.gz
447_758.nii.gz,mask_184.nii.gz
447_759.nii.gz,mask_600.nii.gz
447_760.nii.gz,mask_834.nii.gz
447_761.nii.gz,mask_181.nii.gz
447_762.nii.gz,mask_107.nii.gz
447_763.nii.gz,mask_278.nii.gz
447_764.nii.gz,mask_533.nii.gz
447_765.nii.gz,mask_28.nii.gz
447_766.nii.gz,mask_562.nii.gz
447_767.nii.gz,mask_159.nii.gz
447_768.nii.gz,mask_915.nii.gz
447_769.nii.gz,mask_552.nii.gz
447_770.nii.gz,mask_290.nii.gz
447_771.nii.gz,mask_591.nii.gz
447_772.nii.gz,mask_469.nii.gz
447_773.nii.gz,mask_366.nii.gz
447_774.nii.gz,mask_107.nii.gz
447_775.nii.gz,mask_76.nii.gz
447_776.nii.gz,mask_195.nii.gz
447_777.nii.gz,mask_55.nii.gz
447_778.nii.gz,mask_363.nii.gz
447_779.nii.gz,mask_878.nii.gz
447_780.nii.gz,mask_508.nii.gz
447_781.nii.gz,mask_497.nii.gz
447_782.nii.gz,mask_365.nii.gz
447_783.nii.gz,mask_465.nii.gz
447_784.nii.gz,mask_719.nii.gz
447_785.nii.gz,mask_985.nii.gz
447_786.nii.gz,mask_876.nii.gz
447_787.nii.gz,mask_683.nii.gz
447_788.nii.gz,mask_917.nii.gz
447_789.nii.gz,mask_771.nii.gz
447_790.nii.gz,mask_133.nii.gz
447_791.nii.gz,mask_881.nii.gz
447_792.nii.gz,mask_355.nii.gz
447_793.nii.gz,mask_440.nii.gz
447_794.nii.gz,mask_673.nii.gz
447_795.nii.gz,mask_879.nii.gz
447_796.nii.gz,mask_210.nii.gz
447_797.nii.gz,mask_688.nii.gz
447_798.nii.gz,mask_478.nii.gz
447_799.nii.gz,mask_135.nii.gz
447_800.nii.gz,mask_589.nii.gz
447_801.nii.gz,mask_212.nii.gz
447_802.nii.gz,mask_411.nii.gz
447_803.nii.gz,mask_567.nii.gz
447_804.nii.gz,mask_201.nii.gz
447_805.nii.gz,mask_461.nii.gz
447_806.nii.gz,mask_791.nii.gz
447_807.nii.gz,mask_98.nii.gz
447_808.nii.gz,mask_747.nii.gz
447_809.nii.gz,mask_626.nii.gz
447_810.nii.gz,mask_593.nii.gz
447_811.nii.gz,mask_613.nii.gz
447_812.nii.gz,mask_218.nii.gz
447_813.nii.gz,mask_386.nii.gz
447_814.nii.gz,mask_880.nii.gz
447_815.nii.gz,mask_271.nii.gz
447_816.nii.gz,mask_193.nii.gz
447_817.nii.gz,mask_703.nii.gz
447_818.nii.gz,mask_652.nii.gz
447_819.nii.gz,mask_689.nii.gz
447_820.nii.gz,mask_21.nii.gz
447_821.nii.gz,mask_633.nii.gz
447_822.nii.gz,mask_614.nii.gz
447_823.nii.gz,mask_9.nii.gz
447_824.nii.gz,mask_777.nii.gz
447_825.nii.gz,mask_716.nii.gz
447_826.nii.gz,mask_241.nii.gz
447_827.nii.gz,mask_858.nii.gz
447_828.nii.gz,mask_512.nii.gz
447_829.nii.gz,mask_511.nii.gz
447_830.nii.gz,mask_715.nii.gz
447_831.nii.gz,mask_782.nii.gz
447_832.nii.gz,mask_361.nii.gz
447_833.nii.gz,mask_400.nii.gz
447_834.nii.gz,mask_52.nii.gz
447_835.nii.gz,mask_39.nii.gz
447_836.nii.gz,mask_905.nii.gz
447_837.nii.gz,mask_231.nii.gz
447_838.nii.gz,mask_979.nii.gz
447_839.nii.gz,mask_562.nii.gz
447_840.nii.gz,mask_43.nii.gz
447_841.nii.gz,mask_719.nii.gz
447_842.nii.gz,mask_524.nii.gz
447_843.nii.gz,mask_362.nii.gz
447_844.nii.gz,mask_903.nii.gz
447_845.nii.gz,mask_741.nii.gz
447_846.nii.gz,mask_728.nii.gz
447_847.nii.gz,mask_773.nii.gz
447_848.nii.gz,mask_585.nii.gz
